Identification,MachineType,ProgramHeaderOffset,SectionHeaderOffset,Flags,HeaderSize,SizeProgramHeader,EntriesProgram,SizeSectionHeader,EntriesSection,StringTableIndex,.text_type,.text_size,.text_alignment,.bss_type,.bss_size,.bss_alignment,.comment_size,.comment_entsize,.data_type,.data_size,.data_alignment,.dynamic_type,.dynamic_size,.dynamic_entsize,.dynamic_table_index_link,.dynamic_alignment,.dynstr_type,.dynstr_size,.dynsym_type,.dynsym_size,.dynsym_entsize,.dynsym_table_index_link,.dynsym_info,.dynsym_alignment,.fini_type,.fini_size,.fini_alignment,.hash_type,.hash_table_index_link,.hash_alignment,.gnu.hash_type,.gnu.hash_size,.gnu.hash_entsize,.gnu.hash_table_index_link,.gnu.hash_alignment,.init_type,.init_size,.init_alignment,.got_type,.got_flags,.got_size,.got_entsize,.got_alignment,.interp_type,.interp_size,.plt_type,.plt_flags,.plt_size,.plt_entsize,.plt_alignment,.rodata_type,.rodata_flags,.rodata_size,.rodata_entsize,.rodata_alignment,.shstrtab_size,.strtab_size,.symtab_size,.symtab_entsize,.symtab_table_index_link,.symtab_info,.symtab_alignment,.sbss_type,.sbss_flags,.rel.dyn_type,.rel.plt_type,.rel.plt_flags,.got.plt_type,.got.plt_size,.got.plt_entsize,.got.plt_alignment,STB_LOCAL,dynamic_s_c,STT_OBJECT_STB_GLOBAL,STT_OBJECT_STB_WEAK,STT_NOTYPE_STB_WEAK,STB_WEAK,STT_NOTYPE_STB_LOCAL,STT_FUNC,STT_FUNC_STB_GLOBAL,STT_NOTYPE_STB_GLOBAL,STB_GLOBAL,STT_NOTYPE,STT_OBJECT,STT_FUNC_STB_WEAK,s_STT_FUNC_STB_LOCAL,symbol_tab,s_STT_FUNC_STB_WEAK,s_STT_FUNC,s_STB_LOCAL,s_STT_FUNC_STB_GLOBAL,s_STB_GLOBAL,s_STB_WEAK,s_STT_OBJECT_STB_WEAK,s_STT_OBJECT,s_STT_OBJECT_STB_LOCAL,s_STT_NOTYPE,s_STT_NOTYPE_STB_GLOBAL,s_STT_NOTYPE_STB_WEAK,s_STT_NOTYPE_STB_LOCAL,s_STT_OBJECT_STB_GLOBAL,DYNRELAENT,DYNFINI,DYNPLTRELSZ,DYNVERNEEDNUM,DYNINIT_ARRAY,DYNSTRSZ,DYNSTRTAB,DYNPLTREL,DYNRELENT,DYN,DYNJMPREL,DYNSYMTAB,DYNRPATH,DYNFINI_ARRAYSZ,DYNNEEDED,DYNSYMENT,DYNCOUNT,DYNINIT,DYNRELSZ,DYNINIT_ARRAYSZ,DYNVERNEED,DYNRELASZ,DYNREL,DYNRELA,DYNPLTGOT,DYNHASH,DYNDEBUG,DYNFINI_ARRAY,DYNNULL,R_386_GLOB_DAT,R_386_JUMP_SLOT,R_386_COPY,GOT_SIZE,HASH_SIZE,label,Identification_l
7f 45 4c 46 01 01 01 00 00 00 00 00 00 00 00 00,Intel 80386,52,100864,,52,32,3,40,16,13,PROGBITS,427812.0,16.0,NOBITS,131474.0,32.0,17154.0,0.0,PROGBITS,99428.0,32.0,,,,,,,,,,,,,,PROGBITS,35.0,1.0,,,,,,,,,PROGBITS,40.0,1.0,,,,,,,,,,,,,PROGBITS,A,35221.0,0.0,32.0,273.0,102505.0,135830.0,16.0,15.0,451.0,4.0,,,,,,PROGBITS,18.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,1331,98,842,188,651,775,105,3,208,85,18,4,4,10,120,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,M,0
7f 45 4c 46 01 01 01 00 00 00 00 00 00 00 00 00,Intel 80386,52,111904,,52,32,3,40,16,13,PROGBITS,485380.0,16.0,NOBITS,218262.0,32.0,17268.0,0.0,PROGBITS,99364.0,32.0,,,,,,,,,,,,,,PROGBITS,35.0,1.0,,,,,,,,,PROGBITS,40.0,1.0,,,,,,,,,,,,,PROGBITS,A,,0.0,32.0,273.0,103298.0,136854.0,16.0,15.0,462.0,4.0,,,,,,PROGBITS,18.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,1356,98,871,195,676,789,105,3,200,88,18,4,4,10,109,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,M,0
7f 45 4c 46 01 01 01 00 00 00 00 00 00 00 00 00,Intel 80386,52,545596,,52,32,5,40,28,25,PROGBITS,4343172.0,16.0,NOBITS,156562.0,32.0,4114.0,0.0,PROGBITS,10262.0,32.0,,,,,,,,,,,,,,PROGBITS,40.0,4.0,,,,,,,,,PROGBITS,35.0,4.0,PROGBITS,WA,8.0,4.0,4.0,,,,,,,,PROGBITS,A,550688.0,0.0,32.0,660.0,209705.0,226692.0,16.0,27.0,913.0,4.0,,,,,,PROGBITS,18.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,478,2349,236,1576,870,862,1140,276,18,562,286,148,20,22,106,258,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,M,0
7f 45 4c 46 02 01 01 00 00 00 00 00 00 00 00 00,Advanced Micro Devices X86-64,64,6912,,64,56,9,64,31,28,PROGBITS,1904.0,16.0,NOBITS,22.0,8.0,82.0,1.0,PROGBITS,32.0,8.0,DYNAMIC,1124.0,16.0,6.0,8.0,STRTAB,258.0,DYNSYM,360.0,24.0,6.0,1.0,8.0,PROGBITS,9.0,4.0,,,,GNU_HASH,40.0,0.0,5.0,8.0,PROGBITS,38.0,4.0,PROGBITS,WA,8.0,8.0,8.0,PROGBITS,40.0,PROGBITS,AX,150.0,16.0,16.0,PROGBITS,A,87.0,0.0,4.0,616.0,1586.0,6006.0,24.0,30.0,47.0,8.0,,,,,,PROGBITS,100.0,8.0,8.0,1,7,0,0,1,1,1,5,5,0,5,2,0,0,4,74,0,17,16,13,22,5,0,13,8,13,4,5,4,5,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,22,1,0,1,1,1,0,1,1,0,1,1,1,0,0,0,72,28,B,12
7f 45 4c 46 02 01 01 00 00 00 00 00 00 00 00 00,Advanced Micro Devices X86-64,64,7176,,64,56,9,64,31,28,PROGBITS,2452.0,16.0,NOBITS,10500.0,512.0,82.0,1.0,PROGBITS,22.0,8.0,DYNAMIC,1124.0,16.0,6.0,8.0,STRTAB,112.0,DYNSYM,150.0,24.0,6.0,1.0,8.0,PROGBITS,9.0,4.0,,,,GNU_HASH,40.0,0.0,5.0,8.0,PROGBITS,38.0,4.0,PROGBITS,WA,8.0,8.0,8.0,PROGBITS,40.0,PROGBITS,AX,72.0,16.0,16.0,PROGBITS,A,546.0,0.0,8.0,616.0,1585.0,8292.0,24.0,30.0,48.0,8.0,,,,,,PROGBITS,64.0,8.0,8.0,1,4,0,0,1,1,1,2,2,0,2,2,0,0,4,86,0,12,17,8,33,5,0,30,9,13,4,5,4,21,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,22,1,0,1,1,1,0,1,1,0,1,1,1,0,0,0,48,28,B,12
7f 45 4c 46 01 01 01 00 00 00 00 00 00 00 00 00,Intel 80386,52,18980,,52,32,8,40,36,33,PROGBITS,29302.0,16.0,NOBITS,5188.0,32.0,601.0,0.0,PROGBITS,1622.0,32.0,DYNAMIC,520.0,8.0,6.0,4.0,STRTAB,868.0,DYNSYM,1796.0,16.0,6.0,1.0,4.0,PROGBITS,40.0,4.0,HASH,5.0,4.0,GNU_HASH,72.0,4.0,5.0,4.0,PROGBITS,72.0,4.0,PROGBITS,WA,4.0,4.0,4.0,PROGBITS,25.0,PROGBITS,AX,1600.0,4.0,4.0,PROGBITS,A,8505.0,0.0,4.0,787.0,5909.0,9288.0,16.0,35.0,91.0,4.0,,,REL,REL,A,PROGBITS,360.0,4.0,4.0,1,44,4,0,1,1,1,38,38,0,42,2,4,0,20,153,0,66,53,46,59,3,0,39,30,10,4,3,3,9,0,1,1,1,0,1,1,1,1,0,1,1,0,0,1,1,19,1,1,0,1,0,1,0,1,1,1,0,1,1,39,3,172,380,M,0
7f 45 4c 46 01 01 01 00 00 00 00 00 00 00 00 00,<unknown>,52,57780,,52,32,3,40,10,9,PROGBITS,340552.0,32.0,NOBITS,2102.0,4.0,,,PROGBITS,850.0,4.0,,,,,,,,,,,,,,PROGBITS,54.0,4.0,,,,,,,,,PROGBITS,72.0,4.0,,,,,,,,,,,,,PROGBITS,A,10326.0,0.0,4.0,98.0,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,0
7f 45 4c 46 01 01 01 00 00 00 00 00 00 00 00 00,Intel 80386,52,1738672,,52,32,3,40,10,9,PROGBITS,20456006.0,16.0,NOBITS,169224.0,32.0,,,PROGBITS,205974.0,32.0,,,,,,,,,,,,,,PROGBITS,35.0,1.0,,,,,,,,,PROGBITS,40.0,1.0,,,,,,,,,,,,,PROGBITS,A,3290626.0,0.0,32.0,98.0,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,0
7f 45 4c 46 01 01 01 00 00 00 00 00 00 00 00 00,Intel 80386,52,1646128,,52,32,3,40,10,9,PROGBITS,19477624.0,16.0,NOBITS,121656680.0,32.0,,,PROGBITS,,32.0,,,,,,,,,,,,,,PROGBITS,35.0,1.0,,,,,,,,,PROGBITS,40.0,1.0,,,,,,,,,,,,,PROGBITS,A,,0.0,32.0,98.0,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,0
7f 45 4c 46 01 01 01 00 00 00 00 00 00 00 00 00,Intel 80386,52,43800,,52,32,3,40,16,13,PROGBITS,221796.0,16.0,NOBITS,153490.0,32.0,6498.0,0.0,PROGBITS,1842.0,32.0,,,,,,,,,,,,,,PROGBITS,35.0,1.0,,,,,,,,,PROGBITS,40.0,1.0,,,,,,,,,,,,,PROGBITS,A,17250.0,0.0,32.0,273.0,25203.0,51.0,16.0,15.0,181.0,4.0,,,,,,PROGBITS,18.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,542,46,307,51,249,306,55,3,86,30,19,4,6,9,53,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,M,0
7f 45 4c 46 01 01 01 00 00 00 00 00 00 00 00 00,Intel 80386,52,47992,,52,32,3,40,16,13,PROGBITS,234888.0,16.0,NOBITS,153490.0,32.0,6498.0,0.0,PROGBITS,2088.0,32.0,,,,,,,,,,,,,,PROGBITS,35.0,1.0,,,,,,,,,PROGBITS,40.0,1.0,,,,,,,,,,,,,PROGBITS,A,18296.0,0.0,32.0,273.0,25193.0,51.0,16.0,15.0,181.0,4.0,,,,,,PROGBITS,18.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,542,46,307,51,249,306,55,3,86,30,19,4,6,9,53,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,M,0
7f 45 4c 46 01 01 01 00 00 00 00 00 00 00 00 00,Intel 80386,52,99160,,52,32,8,40,37,34,NOBITS,153463.0,16.0,NOBITS,4996.0,32.0,23.0,1.0,NOBITS,1536.0,32.0,NOBITS,512.0,8.0,0.0,4.0,NOBITS,1809.0,NOBITS,4434.0,16.0,0.0,1.0,4.0,NOBITS,37.0,4.0,,,,NOBITS,82.0,4.0,0.0,4.0,NOBITS,69.0,4.0,NOBITS,WA,4.0,4.0,4.0,NOBITS,25.0,NOBITS,AX,4232.0,4.0,16.0,NOBITS,A,25088.0,0.0,32.0,833.0,12918.0,16982.0,16.0,36.0,118.0,4.0,,,NOBITS,NOBITS,A,NOBITS,640.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,266,0,134,63,104,143,5,0,65,30,12,4,5,3,35,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284,52,M,0
7f 45 4c 46 01 01 01 00 00 00 00 00 00 00 00 00,Intel 80386,52,69612,,52,32,3,40,16,13,PROGBITS,338002.0,16.0,NOBITS,107497074.0,32.0,10608.0,0.0,PROGBITS,2400.0,32.0,,,,,,,,,,,,,,PROGBITS,35.0,1.0,,,,,,,,,PROGBITS,40.0,1.0,,,,,,,,,,,,,PROGBITS,A,72040.0,0.0,32.0,273.0,34868.0,71442.0,16.0,15.0,261.0,4.0,,,,,,PROGBITS,18.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,732,52,409,75,340,411,60,3,119,49,18,4,5,9,67,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,M,0
7f 45 4c 46 02 01 01 00 00 00 00 00 00 00 00 00,Advanced Micro Devices X86-64,64,6616,,64,56,9,64,31,28,PROGBITS,902.0,16.0,NOBITS,8.0,1.0,82.0,1.0,PROGBITS,22.0,8.0,DYNAMIC,1124.0,16.0,6.0,8.0,STRTAB,86.0,DYNSYM,114.0,24.0,6.0,1.0,8.0,PROGBITS,9.0,4.0,,,,GNU_HASH,40.0,0.0,5.0,8.0,PROGBITS,38.0,4.0,PROGBITS,WA,8.0,8.0,8.0,PROGBITS,40.0,PROGBITS,AX,50.0,16.0,16.0,PROGBITS,AM,4.0,4.0,4.0,616.0,1332.0,5640.0,24.0,30.0,47.0,8.0,,,,,,PROGBITS,50.0,8.0,8.0,1,3,0,0,1,1,1,1,1,0,1,2,0,0,4,67,0,12,16,8,15,5,0,11,8,13,4,5,4,3,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,22,1,0,1,1,1,0,1,1,0,1,1,1,0,0,0,40,28,B,12
7f 45 4c 46 01 01 01 00 00 00 00 00 00 00 00 00,Intel 80386,52,965476,,52,32,5,40,28,25,PROGBITS,7620160.0,32.0,NOBITS,210262.0,32.0,13968.0,0.0,PROGBITS,21248.0,32.0,,,,,,,,,,,,,,PROGBITS,38.0,4.0,,,,,,,,,PROGBITS,35.0,4.0,PROGBITS,WA,146.0,4.0,4.0,,,,,,,,PROGBITS,A,1182086.0,0.0,32.0,660.0,1476505.0,554792.0,16.0,27.0,1276.0,4.0,,,,,,PROGBITS,18.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,612,5483,2017,4224,1202,1595,1897,2290,242,920,402,245,26,31,188,276,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,M,0
7f 45 4c 46 01 01 01 00 00 00 00 00 00 00 00 00,Intel 80386,52,867568,,52,32,8,40,37,34,NOBITS,3488105.0,16.0,NOBITS,1262912.0,32.0,23.0,1.0,NOBITS,64.0,4.0,NOBITS,512.0,8.0,0.0,4.0,NOBITS,1812.0,NOBITS,4758.0,16.0,0.0,1.0,4.0,NOBITS,37.0,4.0,,,,NOBITS,68.0,4.0,0.0,4.0,NOBITS,69.0,4.0,NOBITS,WA,4.0,4.0,4.0,NOBITS,25.0,NOBITS,AX,4.0,4.0,16.0,NOBITS,A,1079360.0,0.0,32.0,833.0,96133.0,87154.0,16.0,36.0,440.0,4.0,,,NOBITS,NOBITS,A,NOBITS,800.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222,967,0,670,387,448,522,5,0,232,162,12,4,5,3,70,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324,44,M,0
7f 45 4c 46 01 01 01 00 00 00 00 00 00 00 00 00,Intel 80386,52,2426004,,52,32,5,40,24,23,PROGBITS,7829312.0,16.0,NOBITS,197942.0,32.0,4674.0,0.0,PROGBITS,21067794.0,32.0,,,,,,,,,,,,,,PROGBITS,40.0,4.0,,,,,,,,,PROGBITS,72.0,4.0,PROGBITS,WA,288.0,4.0,4.0,,,,,,,,PROGBITS,A,1048872.0,0.0,32.0,0.0,,,,,,,,,,,,PROGBITS,18.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,0,M,0
7f 45 4c 46 01 01 01 00 00 00 00 00 00 00 00 00,Intel 80386,52,965476,,52,32,5,40,28,25,PROGBITS,7620160.0,32.0,NOBITS,210262.0,32.0,13968.0,0.0,PROGBITS,21248.0,32.0,,,,,,,,,,,,,,PROGBITS,38.0,4.0,,,,,,,,,PROGBITS,35.0,4.0,PROGBITS,WA,146.0,4.0,4.0,,,,,,,,PROGBITS,A,1182086.0,0.0,32.0,660.0,1476505.0,554792.0,16.0,27.0,1276.0,4.0,,,,,,PROGBITS,18.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,612,5483,2017,4224,1202,1595,1897,2290,242,920,402,245,26,31,188,276,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,M,0
7f 45 4c 46 01 01 01 00 00 00 00 00 00 00 00 00,Intel 80386,52,65864,,52,32,3,40,16,13,PROGBITS,289128.0,16.0,NOBITS,107497074.0,32.0,10548.0,0.0,PROGBITS,4630.0,32.0,,,,,,,,,,,,,,PROGBITS,35.0,1.0,,,,,,,,,PROGBITS,40.0,1.0,,,,,,,,,,,,,PROGBITS,A,82792.0,0.0,32.0,273.0,34600.0,71168.0,16.0,15.0,259.0,4.0,,,,,,PROGBITS,18.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,725,52,404,75,335,406,60,3,119,49,18,4,5,9,67,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,M,0
7f 45 4c 46 01 01 01 00 00 00 00 00 00 00 00 00,Intel 80386,52,158104,,52,32,8,40,37,34,NOBITS,337473.0,16.0,NOBITS,21504.0,32.0,23.0,1.0,NOBITS,17704.0,32.0,NOBITS,512.0,8.0,0.0,4.0,NOBITS,1543.0,NOBITS,4484.0,16.0,0.0,1.0,4.0,NOBITS,37.0,4.0,,,,NOBITS,114.0,4.0,0.0,4.0,NOBITS,69.0,4.0,NOBITS,WA,8.0,4.0,4.0,NOBITS,25.0,NOBITS,AX,4356.0,4.0,16.0,NOBITS,A,100164.0,0.0,32.0,833.0,21379.0,22564.0,16.0,36.0,146.0,4.0,,,NOBITS,NOBITS,A,NOBITS,644.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,364,0,253,97,198,213,5,0,43,32,19,4,5,10,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292,72,M,0
7f 45 4c 46 01 01 01 00 00 00 00 00 00 00 00 00,Intel 80386,52,965476,,52,32,5,40,28,25,PROGBITS,7620160.0,32.0,NOBITS,210262.0,32.0,13968.0,0.0,PROGBITS,21248.0,32.0,,,,,,,,,,,,,,PROGBITS,38.0,4.0,,,,,,,,,PROGBITS,35.0,4.0,PROGBITS,WA,146.0,4.0,4.0,,,,,,,,PROGBITS,A,1182086.0,0.0,32.0,660.0,1476505.0,554792.0,16.0,27.0,1276.0,4.0,,,,,,PROGBITS,18.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,612,5483,2017,4224,1202,1595,1897,2290,242,920,402,245,26,31,188,276,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,M,0
7f 45 4c 46 02 01 01 00 00 00 00 00 00 00 00 00,Advanced Micro Devices X86-64,64,83440,,64,56,9,64,28,27,PROGBITS,278630.0,16.0,NOBITS,1348.0,32.0,,,PROGBITS,1892.0,64.0,DYNAMIC,1152.0,16.0,6.0,8.0,STRTAB,1655.0,DYNSYM,5256.0,24.0,6.0,1.0,8.0,PROGBITS,9.0,4.0,,,,GNU_HASH,146.0,0.0,5.0,8.0,PROGBITS,38.0,4.0,PROGBITS,WA,8.0,8.0,8.0,PROGBITS,40.0,PROGBITS,AX,1874.0,16.0,16.0,PROGBITS,A,136979.0,0.0,64.0,596.0,,,,,,,,,,,,PROGBITS,914.0,8.0,8.0,1,62,6,0,4,4,1,48,48,3,57,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,2,1,23,1,0,1,1,1,0,1,1,0,1,1,1,0,0,0,400,92,B,12
7f 45 4c 46 01 01 01 00 00 00 00 00 00 00 00 00,Intel 80386,52,20440,,52,32,8,40,37,34,NOBITS,13349.0,16.0,NOBITS,35176.0,32.0,387.0,1.0,NOBITS,8.0,4.0,NOBITS,512.0,8.0,0.0,4.0,NOBITS,915.0,NOBITS,1824.0,16.0,0.0,1.0,4.0,NOBITS,37.0,4.0,,,,NOBITS,54.0,4.0,0.0,4.0,NOBITS,69.0,4.0,NOBITS,WA,4.0,4.0,4.0,NOBITS,25.0,NOBITS,AX,1672.0,4.0,16.0,NOBITS,A,341.0,0.0,4.0,833.0,82713211520.0,8488.0,16.0,36.0,67.0,4.0,,,NOBITS,NOBITS,A,NOBITS,384.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,133,0,56,25,50,61,5,0,23,16,12,4,5,3,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,36,M,0
7f 45 4c 46 01 01 01 00 00 00 00 00 00 00 00 00,Intel 80386,52,90116,,52,32,3,40,16,13,PROGBITS,475542.0,16.0,NOBITS,107497074.0,32.0,12384.0,0.0,PROGBITS,2198.0,32.0,,,,,,,,,,,,,,PROGBITS,35.0,1.0,,,,,,,,,PROGBITS,40.0,1.0,,,,,,,,,,,,,PROGBITS,A,70692.0,0.0,32.0,273.0,35176.0,72068.0,16.0,15.0,269.0,4.0,,,,,,PROGBITS,18.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,749,53,418,78,348,419,61,3,122,52,18,4,5,9,67,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,M,0
7f 45 4c 46 01 01 01 00 00 00 00 00 00 00 00 00,Intel 80386,52,73688,,52,32,3,40,16,13,PROGBITS,345892.0,16.0,NOBITS,107497074.0,32.0,10578.0,0.0,PROGBITS,2400.0,32.0,,,,,,,,,,,,,,PROGBITS,35.0,1.0,,,,,,,,,PROGBITS,40.0,1.0,,,,,,,,,,,,,PROGBITS,A,73778.0,0.0,32.0,273.0,34647.0,71240.0,16.0,15.0,260.0,4.0,,,,,,PROGBITS,18.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,728,53,406,75,336,407,61,3,119,49,18,4,5,9,67,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,M,0
7f 45 4c 46 01 01 01 00 00 00 00 00 00 00 00 00,Intel 80386,52,71068,,52,32,5,40,11,10,PROGBITS,360709.0,16.0,NOBITS,74752.0,32.0,,,PROGBITS,840.0,4.0,,,,,,,,,,,,,,PROGBITS,35.0,1.0,,,,,,,,,PROGBITS,40.0,1.0,,,,,,,,,,,,,PROGBITS,A,10610.0,0.0,4.0,104.0,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,0
7f 45 4c 46 01 01 01 03 00 00 00 00 00 00 00 00,Intel 80386,52,1331692,,52,32,5,40,31,30,PROGBITS,16861252.0,16.0,NOBITS,640115272.0,32.0,69.0,1.0,PROGBITS,9494.0,32.0,,,,,,,,,,,,,,PROGBITS,40.0,4.0,,,,,,,,,PROGBITS,72.0,4.0,PROGBITS,WA,328.0,4.0,4.0,,,PROGBITS,AX,150.0,0.0,4.0,PROGBITS,A,1151346.0,0.0,32.0,820.0,,,,,,,,,,REL,A,PROGBITS,54.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,0,M,8
7f 45 4c 46 01 01 01 00 00 00 00 00 00 00 00 00,Intel 80386,52,140408,,52,32,3,40,16,13,PROGBITS,640129334.0,16.0,NOBITS,218262.0,32.0,17508.0,0.0,PROGBITS,99862.0,32.0,,,,,,,,,,,,,,PROGBITS,35.0,1.0,,,,,,,,,PROGBITS,40.0,1.0,,,,,,,,,,,,,PROGBITS,A,2232708.0,0.0,32.0,273.0,104496.0,139890.0,16.0,15.0,472.0,4.0,,,,,,PROGBITS,18.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,1392,98,893,200,698,815,105,3,209,93,18,4,4,10,113,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,M,0
7f 45 4c 46 01 01 01 03 00 00 00 00 00 00 00 00,Intel 80386,52,821680,,52,32,5,40,31,28,PROGBITS,5538084.0,16.0,NOBITS,156796552.0,32.0,40.0,1.0,PROGBITS,468740.0,32.0,,,,,,,,,,,,,,PROGBITS,38.0,4.0,,,,,,,,,PROGBITS,70.0,4.0,PROGBITS,WA,296.0,4.0,4.0,,,,,,,,PROGBITS,A,1127286.0,0.0,32.0,823.0,409752.0,401480.0,16.0,30.0,1730.0,4.0,,,,,,PROGBITS,18.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,607,3878,479,2259,1323,1173,1492,631,114,899,476,291,13,38,240,306,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,0,M,8
7f 45 4c 46 01 01 01 00 00 00 00 00 00 00 00 00,Intel 80386,52,78924,,52,32,3,40,16,13,PROGBITS,349330.0,16.0,NOBITS,156530.0,32.0,12594.0,0.0,PROGBITS,65810.0,32.0,,,,,,,,,,,,,,PROGBITS,35.0,1.0,,,,,,,,,PROGBITS,40.0,1.0,,,,,,,,,,,,,PROGBITS,A,38804.0,0.0,32.0,273.0,37705.0,74902.0,16.0,15.0,273.0,4.0,,,,,,PROGBITS,18.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,781,52,432,78,363,448,60,3,136,52,18,4,5,9,81,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,M,0
